title,filepath,neg_caption,neg_image
The small pot is to the left of the yellow bowl.,images/step586.camera_0.png,['The yellow bowl is to the left of the small pot.'],[7185]
The pink bowl is to the left of the green cup.,images/step277.camera_0.png,['The green cup is to the left of the pink bowl.'],[3789]
The pink bowl is to the right of the yellow bowl.,images/step106.camera_0.png,['The yellow bowl is to the right of the pink bowl.'],[2084]
The small pot is to the right of the yellow bowl.,images/step697.camera_0.png,['The yellow bowl is to the right of the small pot.'],[2643]
The small pot is to the left of the yellow bowl.,images/step98.camera_0.png,['The yellow bowl is to the left of the small pot.'],[1933]
The green cup is to the left of the pink bowl.,images/step331.camera_0.png,['The pink bowl is to the left of the green cup.'],[3054]
The green cup is to the left of the yellow bowl.,images/step417.camera_0.png,['The yellow bowl is to the left of the green cup.'],[770]
The pink bowl is to the left of the green cup.,images/step568.camera_0.png,['The green cup is to the left of the pink bowl.'],[977]
The small pot is to the right of the green cup.,images/step166.camera_0.png,['The green cup is to the right of the small pot.'],[5642]
The green cup is in front of the pink bowl.,images/step309.camera_0.png,['The pink bowl is in front of the green cup.'],[4067]
The pink bowl is in front of the small pot.,images/step385.camera_0.png,['The small pot is in front of the pink bowl.'],[7396]
The yellow bowl is to the right of the green cup.,images/step597.camera_0.png,['The green cup is to the right of the yellow bowl.'],[5284]
The pink bowl is to the left of the green cup.,images/step676.camera_0.png,['The green cup is to the left of the pink bowl.'],[6761]
The pink bowl is to the right of the yellow bowl.,images/step84.camera_0.png,['The yellow bowl is to the right of the pink bowl.'],[1127]
The pink bowl is behind the yellow bowl.,images/step450.camera_0.png,['The yellow bowl is behind the pink bowl.'],[6052]
The yellow bowl is to the left of the small pot.,images/step746.camera_0.png,['The small pot is to the left of the yellow bowl.'],[865]
The green cup is to the right of the yellow bowl.,images/step383.camera_0.png,['The yellow bowl is to the right of the green cup.'],[6662]
The pink bowl is behind the green cup.,images/step553.camera_0.png,['The green cup is behind the pink bowl.'],[7372]
The small pot is to the right of the green cup.,images/step534.camera_0.png,['The green cup is to the right of the small pot.'],[6778]
The pink bowl is to the right of the green cup.,images/step363.camera_0.png,['The green cup is to the right of the pink bowl.'],[5028]
The green cup is to the left of the small pot.,images/step385.camera_0.png,['The small pot is to the left of the green cup.'],[2628]
The small pot is to the left of the pink bowl.,images/step726.camera_0.png,['The pink bowl is to the left of the small pot.'],[4454]
The yellow bowl is to the left of the small pot.,images/step723.camera_0.png,['The small pot is to the left of the yellow bowl.'],[2882]
The green cup is to the right of the yellow bowl.,images/step459.camera_0.png,['The yellow bowl is to the right of the green cup.'],[171]
The small pot is to the left of the green cup.,images/step244.camera_0.png,['The green cup is to the left of the small pot.'],[4589]
The pink bowl is to the left of the yellow bowl.,images/step647.camera_0.png,['The yellow bowl is to the left of the pink bowl.'],[6884]
The yellow bowl is to the right of the green cup.,images/step598.camera_0.png,['The green cup is to the right of the yellow bowl.'],[622]
The pink bowl is to the right of the yellow bowl.,images/step499.camera_0.png,['The yellow bowl is to the right of the pink bowl.'],[100]
The pink bowl is to the right of the green cup.,images/step36.camera_0.png,['The green cup is to the right of the pink bowl.'],[1492]
The small pot is to the right of the green cup.,images/step219.camera_0.png,['The green cup is to the right of the small pot.'],[6935]
The pink bowl is to the right of the small pot.,images/step62.camera_0.png,['The small pot is to the right of the pink bowl.'],[4297]
The pink bowl is to the right of the green cup.,images/step592.camera_0.png,['The green cup is to the right of the pink bowl.'],[6311]
The green cup is to the right of the small pot.,images/step449.camera_0.png,['The small pot is to the right of the green cup.'],[6555]
The yellow bowl is to the right of the small pot.,images/step470.camera_0.png,['The small pot is to the right of the yellow bowl.'],[3427]
The green cup is to the left of the pink bowl.,images/step538.camera_0.png,['The pink bowl is to the left of the green cup.'],[318]
The green cup is to the left of the yellow bowl.,images/step734.camera_0.png,['The yellow bowl is to the left of the green cup.'],[5382]
The green cup is in front of the small pot.,images/step455.camera_0.png,['The small pot is in front of the green cup.'],[2102]
The green cup is to the left of the yellow bowl.,images/step262.camera_0.png,['The yellow bowl is to the left of the green cup.'],[5473]
The green cup is behind the pink bowl.,images/step658.camera_0.png,['The pink bowl is behind the green cup.'],[2068]
The small pot is to the left of the pink bowl.,images/step526.camera_0.png,['The pink bowl is to the left of the small pot.'],[5584]
The small pot is to the left of the pink bowl.,images/step482.camera_0.png,['The pink bowl is to the left of the small pot.'],[454]
The yellow bowl is to the left of the green cup.,images/step14.camera_0.png,['The green cup is to the left of the yellow bowl.'],[5105]
The green cup is to the left of the yellow bowl.,images/step662.camera_0.png,['The yellow bowl is to the left of the green cup.'],[3265]
The yellow bowl is to the left of the small pot.,images/step484.camera_0.png,['The small pot is to the left of the yellow bowl.'],[7128]
The pink bowl is in front of the yellow bowl.,images/step189.camera_0.png,['The yellow bowl is in front of the pink bowl.'],[6830]
The green cup is to the right of the small pot.,images/step590.camera_0.png,['The small pot is to the right of the green cup.'],[2085]
The green cup is to the left of the yellow bowl.,images/step609.camera_0.png,['The yellow bowl is to the left of the green cup.'],[4291]
The green cup is to the right of the yellow bowl.,images/step210.camera_0.png,['The yellow bowl is to the right of the green cup.'],[6717]
The small pot is to the left of the pink bowl.,images/step386.camera_0.png,['The pink bowl is to the left of the small pot.'],[1652]
The small pot is behind the yellow bowl.,images/step379.camera_0.png,['The yellow bowl is behind the small pot.'],[1242]
The pink bowl is to the left of the small pot.,images/step792.camera_0.png,['The small pot is to the left of the pink bowl.'],[6009]
The pink bowl is to the right of the yellow bowl.,images/step339.camera_0.png,['The yellow bowl is to the right of the pink bowl.'],[1335]
The pink bowl is to the left of the small pot.,images/step370.camera_0.png,['The small pot is to the left of the pink bowl.'],[3808]
The green cup is to the right of the pink bowl.,images/step682.camera_0.png,['The pink bowl is to the right of the green cup.'],[5429]
The yellow bowl is behind the small pot.,images/step683.camera_0.png,['The small pot is behind the yellow bowl.'],[1389]
The small pot is to the left of the green cup.,images/step118.camera_0.png,['The green cup is to the left of the small pot.'],[5653]
The green cup is to the left of the small pot.,images/step547.camera_0.png,['The small pot is to the left of the green cup.'],[3273]
The small pot is to the right of the yellow bowl.,images/step184.camera_0.png,['The yellow bowl is to the right of the small pot.'],[6689]
The pink bowl is behind the small pot.,images/step335.camera_0.png,['The small pot is behind the pink bowl.'],[977]
The yellow bowl is to the right of the small pot.,images/step564.camera_0.png,['The small pot is to the right of the yellow bowl.'],[2167]
The pink bowl is to the right of the green cup.,images/step706.camera_0.png,['The green cup is to the right of the pink bowl.'],[3942]
The green cup is to the left of the yellow bowl.,images/step378.camera_0.png,['The yellow bowl is to the left of the green cup.'],[1768]
The small pot is to the right of the pink bowl.,images/step241.camera_0.png,['The pink bowl is to the right of the small pot.'],[5278]
The small pot is to the left of the pink bowl.,images/step699.camera_0.png,['The pink bowl is to the left of the small pot.'],[1842]
The pink bowl is to the left of the green cup.,images/step298.camera_0.png,['The green cup is to the left of the pink bowl.'],[5646]
The pink bowl is to the right of the green cup.,images/step147.camera_0.png,['The green cup is to the right of the pink bowl.'],[6357]
The green cup is to the right of the pink bowl.,images/step703.camera_0.png,['The pink bowl is to the right of the green cup.'],[2844]
The pink bowl is behind the small pot.,images/step646.camera_0.png,['The small pot is behind the pink bowl.'],[237]
The small pot is to the right of the green cup.,images/step173.camera_0.png,['The green cup is to the right of the small pot.'],[7111]
The small pot is to the right of the green cup.,images/step618.camera_0.png,['The green cup is to the right of the small pot.'],[2369]
The small pot is to the left of the green cup.,images/step310.camera_0.png,['The green cup is to the left of the small pot.'],[6504]
The yellow bowl is to the right of the pink bowl.,images/step765.camera_0.png,['The pink bowl is to the right of the yellow bowl.'],[4996]
The small pot is to the right of the yellow bowl.,images/step54.camera_0.png,['The yellow bowl is to the right of the small pot.'],[5921]
The small pot is to the left of the pink bowl.,images/step191.camera_0.png,['The pink bowl is to the left of the small pot.'],[6936]
The yellow bowl is to the left of the small pot.,images/step26.camera_0.png,['The small pot is to the left of the yellow bowl.'],[1913]
The pink bowl is to the left of the small pot.,images/step652.camera_0.png,['The small pot is to the left of the pink bowl.'],[4592]
